Region/Country/AreaId,Region/Country/Area,Type,Year,Series,Value,,Row Labels,Row Labels,,Sum of Value,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row Labels
1,"Total, all countries or areas",Region,2010,Population mid-year estimates (millions),"6,985.60",,2010,Afghanistan,Country,,2010,,,,,,,2010 Total,2015,,,,,,,,2015 Total,2017,,,,,,,,2017 Total,2020,,,,,,,,2020 Total,2022,,,,,,,2022 Total,(blank),(blank) Total,Grand Total,,Afghanistan
478,Mauritania,Country,2020,Population mid-year estimates for males (millions),2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2020,Population mid-year estimates for females (millions),2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2020,Sex ratio (males per 100 females),95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2020,Population aged 0 to 14 years old (percentage),42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2020,Population aged 60+ years old (percentage),5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2020,Population density,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2020,Surface area (thousand km2),"1,031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2022,Population mid-year estimates (millions),4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2022,Population mid-year estimates for males (millions),2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2022,Population mid-year estimates for females (millions),2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2022,Sex ratio (males per 100 females),96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2022,Population aged 0 to 14 years old (percentage),41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2022,Population aged 60+ years old (percentage),5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Mauritania,Country,2022,Population density,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2010,Population mid-year estimates (millions),1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2010,Population mid-year estimates for males (millions),0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2010,Population mid-year estimates for females (millions),0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2010,Sex ratio (males per 100 females),98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2010,Population aged 0 to 14 years old (percentage),21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2010,Population aged 60+ years old (percentage),11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2010,Population density,632.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2015,Population mid-year estimates (millions),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2015,Population mid-year estimates for males (millions),0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2015,Population mid-year estimates for females (millions),0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2015,Sex ratio (males per 100 females),98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2015,Population aged 0 to 14 years old (percentage),19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2015,Population aged 60+ years old (percentage),14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2015,Population density,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2015,Surface area (thousand km2),2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2020,Population mid-year estimates (millions),1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2020,Population mid-year estimates for males (millions),0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2020,Population mid-year estimates for females (millions),0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2020,Sex ratio (males per 100 females),97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2020,Population aged 0 to 14 years old (percentage),17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2020,Population aged 60+ years old (percentage),17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2020,Population density,639.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2020,Surface area (thousand km2),2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2022,Population mid-year estimates (millions),1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2022,Population mid-year estimates for males (millions),0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2022,Population mid-year estimates for females (millions),0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2022,Sex ratio (males per 100 females),97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2022,Population aged 0 to 14 years old (percentage),16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2022,Population aged 60+ years old (percentage),19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,Country,2022,Population density,640.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2010,Population mid-year estimates (millions),0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2010,Population mid-year estimates for males (millions),0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2010,Population mid-year estimates for females (millions),0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2010,Sex ratio (males per 100 females),94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2010,Population aged 0 to 14 years old (percentage),44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2010,Population aged 60+ years old (percentage),3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2010,Population density,564.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2015,Population mid-year estimates (millions),0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2015,Population mid-year estimates for males (millions),0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2015,Population mid-year estimates for females (millions),0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2015,Sex ratio (males per 100 females),92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2015,Population aged 0 to 14 years old (percentage),43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2015,Population aged 60+ years old (percentage),4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2015,Population density,665.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2022,Population mid-year estimates (millions),0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2022,Population mid-year estimates for males (millions),0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2022,Population mid-year estimates for females (millions),0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2022,Sex ratio (males per 100 females),90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2022,Population aged 0 to 14 years old (percentage),44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2022,Population aged 60+ years old (percentage),4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mayotte,Country,2022,Population density,869.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2010,Population mid-year estimates (millions),112.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2010,Population mid-year estimates for males (millions),55.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2010,Population mid-year estimates for females (millions),57.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2010,Sex ratio (males per 100 females),95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2010,Population aged 0 to 14 years old (percentage),29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2010,Population aged 60+ years old (percentage),8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2010,Population density,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2015,Population mid-year estimates (millions),120.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2015,Population mid-year estimates for males (millions),58.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2015,Population mid-year estimates for females (millions),61.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2015,Sex ratio (males per 100 females),95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2015,Population aged 0 to 14 years old (percentage),27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2015,Population aged 60+ years old (percentage),10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2015,Population density,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2015,Surface area (thousand km2),"1,964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2020,Population mid-year estimates (millions),126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2020,Population mid-year estimates for males (millions),61.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2020,Population mid-year estimates for females (millions),64.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2020,Sex ratio (males per 100 females),95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2020,Population aged 0 to 14 years old (percentage),25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2020,Population aged 60+ years old (percentage),11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2020,Population density,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2020,Surface area (thousand km2),"1,964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2022,Population mid-year estimates (millions),127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2022,Population mid-year estimates for males (millions),62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2022,Population mid-year estimates for females (millions),65.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2022,Sex ratio (males per 100 females),95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2022,Population aged 0 to 14 years old (percentage),24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2022,Population aged 60+ years old (percentage),12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,Country,2022,Population density,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2010,Population mid-year estimates (millions),0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2010,Population mid-year estimates for males (millions),0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2010,Population mid-year estimates for females (millions),0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2010,Sex ratio (males per 100 females),101.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2010,Population aged 0 to 14 years old (percentage),35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2010,Population aged 60+ years old (percentage),5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2010,Population density,153.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2015,Population mid-year estimates (millions),0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2015,Population mid-year estimates for males (millions),0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2015,Population mid-year estimates for females (millions),0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2015,Sex ratio (males per 100 females),101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2015,Population aged 0 to 14 years old (percentage),33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2015,Population aged 60+ years old (percentage),7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2015,Population density,156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2015,Surface area (thousand km2),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2020,Population mid-year estimates (millions),0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2020,Population mid-year estimates for males (millions),0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2020,Population mid-year estimates for females (millions),0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2020,Sex ratio (males per 100 females),101.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2020,Population aged 0 to 14 years old (percentage),31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2020,Population aged 60+ years old (percentage),9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2020,Population density,160.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2020,Surface area (thousand km2),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2022,Population mid-year estimates (millions),0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2022,Population mid-year estimates for males (millions),0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2022,Population mid-year estimates for females (millions),0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2022,Sex ratio (males per 100 females),101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2022,Population aged 0 to 14 years old (percentage),30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2022,Population aged 60+ years old (percentage),9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Micronesia (Fed. States of),Country,2022,Population density,163.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2010,Population mid-year estimates (millions),0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2010,Population mid-year estimates for males (millions),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2010,Population mid-year estimates for females (millions),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2010,Sex ratio (males per 100 females),95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2010,Population aged 0 to 14 years old (percentage),13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2010,Population aged 60+ years old (percentage),34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2010,Population density,"22,267.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2015,Population mid-year estimates (millions),0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2015,Population mid-year estimates for males (millions),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2015,Population mid-year estimates for females (millions),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2015,Sex ratio (males per 100 females),96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2015,Population aged 0 to 14 years old (percentage),12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2015,Population aged 60+ years old (percentage),41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2015,Population density,"24,671.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2015,Surface area (thousand km2),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2020,Population mid-year estimates (millions),0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2020,Population mid-year estimates for males (millions),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2020,Population mid-year estimates for females (millions),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2020,Sex ratio (males per 100 females),96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2020,Population aged 0 to 14 years old (percentage),12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2020,Population aged 60+ years old (percentage),43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2020,Population density,"24,779.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2020,Surface area (thousand km2),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2022,Population mid-year estimates (millions),0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2022,Population mid-year estimates for males (millions),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2022,Population mid-year estimates for females (millions),0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2022,Sex ratio (males per 100 females),96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2022,Population aged 0 to 14 years old (percentage),13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2022,Population aged 60+ years old (percentage),43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,Country,2022,Population density,"24,475.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,Country,2010,Population mid-year estimates (millions),2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,Country,2010,Population mid-year estimates for males (millions),1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,Country,2010,Population mid-year estimates for females (millions),1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,Country,2010,Sex ratio (males per 100 females),99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,Country,2010,Population aged 0 to 14 years old (percentage),28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,Country,2010,Population aged 60+ years old (percentage),5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
